DateTime;TempInside;Humidity;People;Co2;TempOutside
2016-04-01 00:20:00;20,39;39,9;0;426;6,43
2016-04-01 00:30:00;20,39;39,9;0;477;6,4
2016-04-01 01:10:00;20,29;39,79;0;409;6,27
2016-04-01 01:20:00;20,29;39,79;0;412;6,23
2016-04-01 01:30:00;20,29;39,76;0;496;6,2
2016-04-01 01:40:00;20,23;39,63;0;432;6,17
2016-04-01 01:50:00;20,26;39,66;0;445;6,13
2016-04-01 02:10:00;20,2;39,56;0;478;5,9
2016-04-01 02:50:00;20,2;39,4;0;405;5,1
2016-04-01 03:30:00;20,1;39,29;0;463;4,7
2016-04-01 04:00:00;20,1;39,26;0;426;4,5
2016-04-01 04:10:00;20,1;39,2;0;440;4,27
2016-04-01 06:00:00;19,89;38,9;0;483;2,7
2016-04-01 06:10:00;19,89;38,83;0;433;2,62
2016-04-01 06:30:00;19,89;38,79;0;409;2,45
2016-04-01 07:40:00;19,79;38,59;0;468;2,2
2016-04-01 09:00:00;19,89;39,29;1;532;3,2
2016-04-01 09:10:00;20,03;39,29;1;535;3,52
2016-04-01 09:30:00;20,13;39,29;1;560;4,15
2016-04-01 12:20:00;21,2;38,56;2;718;8,87
2016-04-01 13:10:00;21,27;38,17;2;710;9,97
2016-04-01 13:50:00;21,2;37,66;2;730;10,63
2016-04-01 15:10:00;21,1;37,09;2;740;10,77
2016-04-01 15:40:00;21,1;37,03;2;657;10,97
2016-04-01 15:50:00;21;36,9;2;659;11,03
2016-04-01 16:30:00;20,93;36,9;2;680;10,8
2016-04-01 17:10:00;20,89;36,9;2;674;10,47
2016-04-01 19:50:00;20,6;37,53;1;564;9,42
2016-04-01 20:00:00;20,6;37,59;1;594;9,3
2016-04-01 21:50:00;20,46;37,9;0;477;8,87
2016-04-01 22:00:00;20,46;37,9;0;438;8,8
2016-04-01 22:20:00;20,39;37,9;0;450;8,6
2016-04-01 22:40:00;20,39;38;0;444;8,4
2016-04-01 22:50:00;20,39;38;0;409;8,3
2016-04-01 23:30:00;20,39;38,09;0;424;8,35
2016-04-02 00:20:00;20,29;38,09;0;400;8,33
2016-04-02 02:40:00;20,2;38,09;0;439;7,57
2016-04-02 03:00:00;20,1;38,09;0;472;7,4
2016-04-02 03:30:00;20,1;38,13;0;431;7,25
2016-04-02 03:50:00;20,1;38,2;0;479;7,15
2016-04-02 04:00:00;20,1;38,2;0;438;7,1
2016-04-02 04:30:00;20,07;38,16;0;489;7
2016-04-02 05:00:00;20;38,09;0;427;6,9
2016-04-02 05:10:00;20;38,09;0;406;6,85
2016-04-02 05:50:00;20;38,13;0;499;6,65
2016-04-02 06:00:00;20;38,16;0;412;6,6
2016-04-02 07:10:00;19,89;38,2;0;422;6,8
2016-04-02 08:40:00;19,79;38,29;0;479;7
2016-04-02 08:50:00;19,86;38,36;0;442;7,05
2016-04-02 09:00:00;19,79;38,29;1;580;7,1
2016-04-02 09:20:00;19,79;38,29;1;592;7,3
2016-04-02 09:30:00;19,79;38,29;1;554;7,4
2016-04-02 11:30:00;19,79;38,29;2;730;8,45
2016-04-02 13:30:00;19,89;38,2;2;729;9,7
2016-04-02 13:50:00;19,89;38,2;2;667;9,77
2016-04-02 14:10:00;19,89;38,47;2;696;9,83
2016-04-02 15:00:00;20;38,7;2;737;10
2016-04-02 15:20:00;20;38,7;2;651;10,37
2016-04-02 15:50:00;20;38,73;2;652;10,92
2016-04-02 16:30:00;20;38,79;2;715;11,3
2016-04-02 18:00:00;19,89;38,93;1;507;12,1
2016-04-02 18:10:00;19,96;39;1;581;12,1
2016-04-02 18:50:00;19,89;39,16;1;583;12,1
2016-04-02 19:40:00;19,89;39,43;1;528;12,1
2016-04-02 20:20:00;19,79;39,59;1;525;11,93
2016-04-02 20:40:00;19,79;39,7;1;575;11,77
2016-04-02 21:00:00;19,79;39,79;0;495;11,6
2016-04-02 21:30:00;19,79;40;0;474;11,1
2016-04-02 22:00:00;19,79;40,09;0;409;10,6
2016-04-02 22:30:00;19,79;40,29;0;409;12,1
2016-04-02 22:40:00;19,79;40,29;0;429;12,6
2016-04-02 23:00:00;19,79;40,4;0;460;13,6
2016-04-02 23:10:00;19,73;40,5;0;404;13,63
2016-04-03 00:30:00;19,7;40,86;0;481;13,85
2016-04-03 01:10:00;19,7;41,06;0;429;13,8
2016-04-03 01:30:00;19,7;41,16;0;471;13,6
2016-04-03 01:50:00;19,7;41,26;0;453;13,4
2016-04-03 02:30:00;19,7;41,56;0;484;12,8
2016-04-03 04:30:00;19,6;42,29;0;408;11,95
2016-04-03 04:50:00;19,6;42,33;0;497;11,85
2016-04-03 05:00:00;19,6;42,4;0;408;11,8
2016-04-03 05:20:00;19,6;42,5;0;445;11,83
2016-04-03 05:40:00;19,6;42,59;0;421;11,87
2016-04-03 05:50:00;19,6;42,63;0;413;11,88
2016-04-03 06:30:00;19,6;42,7;0;484;11,95
2016-04-03 06:40:00;19,6;42,79;0;483;11,97
2016-04-03 06:50:00;19,53;42,79;0;470;11,98
2016-04-03 07:00:00;19,6;42,79;0;464;12
2016-04-03 08:00:00;19,6;42,9;0;492;11,8
2016-04-03 08:30:00;19,6;43,03;0;478;12,05
2016-04-03 09:00:00;19,73;43,7;1;513;12,3
2016-04-03 09:10:00;19,86;43,7;1;537;12,55
2016-04-03 09:30:00;20,13;43,56;1;570;13,05
2016-04-03 10:20:00;20,76;43,03;1;565;14,43
2016-04-03 12:10:00;21,39;42,29;2;722;17,08
2016-04-03 12:20:00;21,46;42,29;2;707;17,27
2016-04-03 12:40:00;21,5;42,2;2;655;17,63
2016-04-03 13:10:00;21,5;42,09;2;748;18,17
2016-04-03 14:50:00;21,6;41,9;2;730;19,08
2016-04-03 15:00:00;21,6;42;2;673;19,1
2016-04-03 15:30:00;21,6;42,09;2;666;18,85
2016-04-03 16:20:00;21,53;42;2;698;18,97
2016-04-03 16:30:00;21,5;42,03;2;719;19,15
2016-04-03 16:40:00;21,57;42,09;2;683;19,33
2016-04-03 17:00:00;21,5;42,09;2;700;19,7
2016-04-03 18:40:00;21,29;43,43;1;532;17,5
2016-04-03 19:50:00;21,29;45;1;550;17,3
2016-04-03 20:20:00;21,26;45,16;1;599;17,13
2016-04-03 21:20:00;21,2;45,09;0;449;16,6
2016-04-03 21:50:00;21,2;44,79;0;445;16,3
2016-04-03 22:00:00;21,2;44,7;0;492;16,2
2016-04-03 22:30:00;21,2;44,4;0;403;15,85
2016-04-03 23:40:00;21,13;44,09;0;493;15,17
2016-04-04 00:40:00;21,1;44;0;405;14,87
2016-04-04 00:50:00;21,1;44;0;457;14,83
2016-04-04 01:30:00;21,1;44;0;461;14,2
2016-04-04 03:40:00;21,07;43,97;0;459;12,4
2016-04-04 04:30:00;21;43,9;0;470;12,05
2016-04-04 04:50:00;21;43,9;0;444;12,02
2016-04-04 05:00:00;21;43,9;0;442;12
2016-04-04 06:00:00;21;43,7;0;405;11,9
2016-04-04 07:40:00;21;43,7;0;430;11
2016-04-04 08:20:00;20,96;43,79;0;481;10,77
2016-04-04 09:00:00;20,89;43,93;1;531;10,3
2016-04-04 09:40:00;20,89;44;1;596;10,17
2016-04-04 10:40:00;21,1;44,97;1;591;10,7
2016-04-04 11:00:00;21,24;44,95;2;740;11
2016-04-04 11:10:00;21,32;44,79;2;688;11,4
2016-04-04 11:50:00;21,53;44,13;2;658;13
2016-04-04 15:00:00;21,63;41,5;2;722;15,1
2016-04-04 17:30:00;22,13;47;2;716;13,7
2016-04-04 18:00:00;22,13;45,69;1;555;12,1
2016-04-04 18:30:00;22,1;44,33;1;503;12,7
2016-04-04 18:40:00;22,1;44,26;1;584;12,9
2016-04-04 19:10:00;22;44,59;1;580;13,18
2016-04-04 19:20:00;22;44,66;1;559;13,07
2016-04-04 19:30:00;22;44,7;1;576;12,95
2016-04-04 19:50:00;22;44,7;1;587;12,72
2016-04-04 20:10:00;21,89;44,59;1;563;12,22
2016-04-04 20:40:00;21,89;44,5;1;551;11,07
2016-04-04 20:50:00;21,89;44,43;1;532;10,68
2016-04-04 21:30:00;21,79;44,33;0;470;10,05
2016-04-04 21:40:00;21,79;44,2;0;415;9,97
2016-04-04 22:40:00;21,7;43,76;0;446;10
2016-04-04 23:10:00;21,6;43,5;0;485;9,93
2016-04-05 01:40:00;21,5;42,9;0;409;9,93
2016-04-05 02:00:00;21,39;42,79;0;444;10,5
2016-04-05 02:10:00;21,46;42,79;0;464;10,32
2016-04-05 02:40:00;21,39;42,7;0;408;9,77
2016-04-05 03:00:00;21,39;42,7;0;410;9,4
2016-04-05 03:30:00;21,39;42,7;0;497;9,85
2016-04-05 03:40:00;21,29;42,7;0;435;10
2016-04-05 04:30:00;21,29;42,7;0;453;10,4
2016-04-05 04:50:00;21,29;42,7;0;438;10,47
2016-04-05 05:00:00;21,29;42,7;0;418;10,5
2016-04-05 06:00:00;21,2;42,59;0;486;9,9
2016-04-05 06:30:00;21,2;42,63;0;466;9,75
2016-04-05 06:50:00;21,23;43,39;0;437;9,65
2016-04-05 07:30:00;21,32;43,76;0;436;9,55
2016-04-05 08:20:00;21,29;43,53;0;459;9,6
2016-04-05 08:40:00;21,29;43,33;0;442;9,7
2016-04-05 10:30:00;21,29;42,26;1;512;10,8
2016-04-05 10:40:00;21,2;42,09;1;590;10,87
2016-04-05 11:30:00;21,2;41,93;2;726;11,05
2016-04-05 11:50:00;21,2;41,73;2;729;11,08
2016-04-05 12:40:00;21,2;41,4;2;687;11,23
2016-04-05 13:00:00;21,2;41,36;2;749;11,3
2016-04-05 13:10:00;21,2;41,27;2;659;11,35
2016-04-05 13:50:00;21,1;41,69;2;674;11,55
2016-04-05 14:00:00;21,1;41,69;2;747;11,6
2016-04-05 14:20:00;21,07;41,4;2;735;12,13
2016-04-05 14:50:00;21,2;41,06;2;721;12,93
2016-04-05 15:00:00;21,26;41;2;656;13,2
2016-04-05 15:10:00;21,29;40,76;2;743;13,33
2016-04-05 15:50:00;21,39;40,24;2;659;13,87
2016-04-05 16:00:00;21,39;40,09;2;684;14
2016-04-05 16:10:00;21,39;40,03;2;665;13,85
2016-04-05 16:30:00;21,39;39,83;2;685;13,55
2016-04-05 17:30:00;21,39;40,83;2;696;13,35
2016-04-05 18:00:00;21,5;41,43;1;586;13,6
2016-04-05 18:10:00;21,5;41,23;1;547;13,52
2016-04-05 19:00:00;21,55;41,4;1;525;13,1
2016-04-05 20:00:00;21,5;41,29;1;530;11,8
2016-04-05 22:00:00;21,32;41,83;0;498;9,1
2016-04-05 23:10:00;21,2;41,4;0;475;7,9
2016-04-06 00:40:00;21,1;41,09;0;431;7,07
2016-04-06 01:40:00;21;40,9;0;401;6,97
2016-04-06 02:00:00;21;40,79;0;465;7
2016-04-06 02:20:00;20,93;40,73;0;465;6,8
2016-04-06 02:30:00;20,89;40,7;0;494;6,7
2016-04-06 02:40:00;20,89;40,7;0;493;6,6
2016-04-06 03:20:00;20,89;40,7;0;438;6,37
2016-04-06 03:40:00;20,79;40,59;0;450;6,33
2016-04-06 03:50:00;20,79;40,59;0;403;6,32
2016-04-06 04:00:00;20,79;40,59;0;408;6,3
2016-04-06 05:40:00;20,7;40,79;0;420;6,87
2016-04-06 06:10:00;20,7;40,79;0;480;7,15
2016-04-06 06:40:00;20,7;40,79;0;438;7,3
2016-04-06 07:20:00;20,7;41,4;0;466;7,37
2016-04-06 07:50:00;20,77;40,95;0;448;7,32
2016-04-06 09:40:00;21,29;41,33;1;510;8,77
2016-04-06 10:00:00;21,39;41,2;1;534;9,4
2016-04-06 11:50:00;21,53;41,6;2;690;10,23
2016-04-06 12:00:00;21,5;41,22;2;660;10,3
2016-04-06 12:30:00;21,39;40,83;2;674;10,4
2016-04-06 13:00:00;21,39;40,4;2;675;10,5
2016-04-06 13:30:00;21,39;40,5;2;678;10,4
2016-04-06 13:50:00;21,5;40,79;2;710;10,33
2016-04-06 14:10:00;21,6;40,7;2;679;10,47
2016-04-06 14:20:00;21,6;40,65;2;733;10,63
2016-04-06 14:40:00;21,67;40,93;2;720;10,97
2016-04-06 15:00:00;21,6;40,63;2;680;11,3
2016-04-06 15:10:00;21,6;40,59;2;741;11,18
2016-04-06 15:20:00;21,6;40,59;2;700;11,07
2016-04-06 15:40:00;21,5;40,59;2;661;10,83
2016-04-06 16:00:00;21,43;40,53;2;667;10,6
2016-04-06 16:10:00;21,46;40,59;2;731;10,72
2016-04-06 16:50:00;21,36;41;2;741;11,18
2016-04-06 18:50:00;21,29;40;1;501;10,07
2016-04-06 20:30:00;21,43;40,26;1;547;8,7
2016-04-06 21:30:00;21,5;39,79;0;435;8,45
2016-04-06 22:00:00;21,39;39,59;0;434;8,3
2016-04-06 23:30:00;21,2;39,5;0;443;7,35
2016-04-07 00:10:00;21,1;39,59;0;430;7
2016-04-07 00:30:00;21,1;39,59;0;403;6,8
2016-04-07 00:40:00;21;39,5;0;447;6,7
2016-04-07 01:40:00;20,89;39,4;0;420;6,03
2016-04-07 02:00:00;20,89;39,4;0;402;5,8
2016-04-07 02:10:00;20,89;39,4;0;484;5,72
2016-04-07 03:50:00;20,76;39,09;0;488;5,13
2016-04-07 04:10:00;20,76;39,09;0;454;5,07
2016-04-07 04:30:00;20,7;39,06;0;477;5
2016-04-07 05:10:00;20,6;38,9;0;468;4,75
2016-04-07 05:20:00;20,6;38,83;0;497;4,6
2016-04-07 05:40:00;20,6;38,83;0;476;4,3
2016-04-07 06:00:00;20,6;38,79;0;412;4
2016-04-07 07:30:00;20,5;38,76;0;484;4,05
2016-04-07 07:40:00;20,5;38,97;0;419;4,07
2016-04-07 08:30:00;20,57;38,97;0;474;4,7
2016-04-07 08:40:00;20,6;39;0;450;4,9
2016-04-07 09:20:00;20,79;39,09;1;503;5,8
2016-04-07 09:50:00;21;39,03;1;541;6,55
2016-04-07 10:20:00;21,1;39,06;1;536;7,23
2016-04-07 10:40:00;21,2;39;1;582;7,67
2016-04-07 11:20:00;21,29;39;2;673;8,43
2016-04-07 12:00:00;21,43;38,83;2;712;9,1
2016-04-07 12:20:00;21,5;38,77;2;697;9,1
2016-04-07 13:00:00;21,57;38,66;2;650;9,1
2016-04-07 13:20:00;21,5;38,59;2;742;9,77
2016-04-07 13:30:00;21,5;38,59;2;740;10,1
2016-04-07 13:40:00;21,5;38,59;2;689;10,43
2016-04-07 13:50:00;21,5;38,59;2;738;10,77
2016-04-07 14:10:00;21,6;38,43;2;686;10,98
2016-04-07 14:30:00;21,6;38,29;2;668;10,75
2016-04-07 16:50:00;21,5;37,79;2;662;10,18
2016-04-07 17:40:00;21,39;37,53;2;725;10,03
2016-04-07 19:10:00;21,23;36,66;1;591;9,25
2016-04-07 19:30:00;21,2;36,4;1;509;9,15
2016-04-07 19:40:00;21,2;36,4;1;507;9,1
2016-04-07 20:20:00;21,2;37,09;1;577;8,87
2016-04-07 21:40:00;21,1;37,53;0;404;7,73
2016-04-07 22:00:00;21,1;37,5;0;425;7,3
2016-04-07 22:30:00;21,1;37,83;0;475;7,1
2016-04-07 22:40:00;21,03;37,83;0;440;7,03
2016-04-07 23:00:00;21;37,9;0;429;6,9
2016-04-07 23:50:00;20,89;38,13;0;492;6,57
2016-04-08 00:10:00;20,89;38,2;0;461;6,42
2016-04-08 00:50:00;20,79;38,29;0;493;6,12
2016-04-08 01:10:00;20,79;38,4;0;474;5,98
2016-04-08 01:20:00;20,79;38,4;0;498;5,9
2016-04-08 01:30:00;20,79;38,4;0;432;5,82
2016-04-08 02:10:00;20,76;38,5;0;462;5,65
2016-04-08 02:20:00;20,7;38,5;0;417;5,7
2016-04-08 02:30:00;20,7;38,5;0;450;5,75
2016-04-08 02:40:00;20,7;38,59;0;444;5,8
2016-04-08 04:30:00;20,6;38,53;0;493;5,75
2016-04-08 05:10:00;20,5;38,59;0;498;5,88
2016-04-08 06:50:00;20,39;38,4;0;460;4,55
2016-04-08 07:10:00;20,39;38,5;0;407;4,57
2016-04-08 07:20:00;20,39;38,5;0;440;4,73
2016-04-08 09:10:00;20,39;38,79;1;599;6,17
2016-04-08 09:30:00;20,39;38,76;1;520;6,5
2016-04-08 09:50:00;20,39;38,59;1;510;6,83
2016-04-08 10:00:00;20,43;38,63;1;594;7
2016-04-08 10:40:00;20,6;39,19;1;549;9
2016-04-08 11:00:00;20,76;39,63;2;715;10
2016-04-08 11:10:00;20,82;39,63;2;690;9,88
2016-04-08 11:30:00;20,89;39,66;2;699;9,65
2016-04-08 12:10:00;20,89;38,97;2;735;9,43
2016-04-08 13:30:00;20,79;38,59;2;650;10,2
2016-04-08 13:40:00;20,79;38,59;2;671;10,23
2016-04-08 13:50:00;20,84;38,65;2;725;10,27
2016-04-08 15:00:00;20,86;38,06;2;662;10,6
2016-04-08 15:40:00;20,79;37,9;2;746;11,4
2016-04-08 16:20:00;20,79;38,33;2;696;11,3
2016-04-08 17:40:00;21,1;38,96;2;727;10,83
2016-04-08 19:30:00;21,29;40,13;1;566;9,4
2016-04-08 21:00:00;21;38,86;0;495;8,6
2016-04-08 21:40:00;21;38,79;0;453;8,07
2016-04-08 22:00:00;20,96;38,9;0;430;7,8
2016-04-08 22:10:00;20,89;38,9;0;401;7,85
2016-04-08 22:50:00;20,82;39;0;454;8,05
2016-04-09 00:40:00;20,7;39;0;426;7,27
2016-04-09 01:10:00;20,6;38,9;0;493;6,93
2016-04-09 02:20:00;20,5;38,76;0;457;6
2016-04-09 03:00:00;20,5;38,59;0;476;4,8
2016-04-09 04:10:00;20,39;38,4;0;470;3,92
2016-04-09 04:30:00;20,32;38,4;0;485;4,15
2016-04-09 05:20:00;20,29;38,26;0;473;4,07
2016-04-09 05:50:00;20,2;38,09;0;418;3,42
2016-04-09 06:30:00;20,2;38;0;477;3,2
2016-04-09 07:00:00;20,13;38;0;430;3,2
2016-04-09 07:10:00;20,1;38;0;402;3,48
2016-04-09 08:00:00;20,1;38,36;0;466;4,9
2016-04-09 08:40:00;20,17;38,5;0;477;6,5
2016-04-09 09:00:00;20,2;38,29;1;583;7,3
2016-04-09 10:00:00;20,2;38,33;1;514;9,3
2016-04-09 14:10:00;20,89;36,97;2;730;12,75
2016-04-09 16:10:00;21;36;2;740;14,22
2016-04-09 16:30:00;21;36,09;2;713;14,05
2016-04-09 16:40:00;21;36,09;2;702;13,97
2016-04-09 17:00:00;20,96;36,09;2;661;13,8
2016-04-09 18:00:00;20,89;35,79;1;508;13
2016-04-09 18:10:00;20,82;35,73;1;573;13,05
2016-04-09 18:20:00;20,79;35,59;1;577;13,1
2016-04-09 19:00:00;20,79;35,76;1;557;13,3
2016-04-09 19:10:00;20,79;35,9;1;549;13,05
2016-04-09 19:40:00;20,7;36,36;1;521;12,3
2016-04-09 22:10:00;20,6;38,4;0;404;8,52
2016-04-09 23:00:00;20,57;38,5;0;467;8,1
2016-04-09 23:10:00;20,57;38,5;0;427;7,93
2016-04-09 23:20:00;20,57;38,5;0;402;7,77
2016-04-09 23:30:00;20,5;38,5;0;407;7,6
2016-04-10 00:10:00;20,5;38,59;0;476;7,02
2016-04-10 00:50:00;20,42;38,62;0;439;6,68
2016-04-10 01:20:00;20,39;38,59;0;445;6,57
2016-04-10 01:30:00;20,39;38,59;0;494;6,55
2016-04-10 02:00:00;20,39;38,59;0;416;6,5
2016-04-10 04:10:00;20,26;38,36;0;436;5,32
2016-04-10 04:30:00;20,2;38,29;0;472;4,95
2016-04-10 04:50:00;20,2;38,13;0;495;4,58
2016-04-10 05:00:00;20,2;38,16;0;454;4,4
2016-04-10 05:10:00;20,13;38,09;0;475;4,33
2016-04-10 05:50:00;20,1;38;0;466;4,07
2016-04-10 06:00:00;20,1;37,9;0;423;4
2016-04-10 06:40:00;20,1;37,79;0;490;2,73
2016-04-10 09:20:00;20,6;39,29;1;572;6,3
2016-04-10 09:30:00;20,73;39,29;1;546;6,65
2016-04-10 09:40:00;20,86;39,29;1;519;7
2016-04-10 10:40:00;21,43;38,57;1;562;8,97
2016-04-10 11:30:00;21,76;38,03;2;712;10,4
2016-04-10 11:50:00;21,79;37,63;2;735;10,93
2016-04-10 12:30:00;21,86;37,26;2;654;11,6
2016-04-10 12:50:00;21,89;37,13;2;740;11,87
2016-04-10 13:50:00;21,89;36,79;2;728;12,75
2016-04-10 14:30:00;21,96;36,7;2;739;12,85
2016-04-10 14:40:00;21,96;36,7;2;695;12,83
2016-04-10 15:20:00;22;36,79;2;702;13,33
2016-04-10 15:50:00;22,1;36,93;2;666;14,13
2016-04-10 16:00:00;22,1;37;2;650;14,4
2016-04-10 16:50:00;22,1;36,9;2;677;14,9
2016-04-10 18:30:00;22,2;38,76;1;549;14,75
2016-04-10 19:00:00;22,2;38,9;1;581;14,8
2016-04-10 19:20:00;22,2;38,9;1;506;14,6
2016-04-10 19:40:00;22,1;38,86;1;591;14,4
